symbol,date,open,high,low,close,volume,name,price,market_cap,average_volume,revenue_growth,earnings_growth,net_income,roe,debt_to_equity,current_ratio,free_cashflow,forward_pe,peg_ratio
CVX,2025-08-29,159.6999969482422,161.10000610351562,159.4499969482422,160.60000610351562,6932800.0,Chevron Corporation,160.6,323580100608,9998077,-0.107,-0.404,13715999744,0.08963,20.01,0.996,14433874944.0,14.547102,
KO,2025-08-29,68.66999816894531,69.13999938964844,68.43000030517578,68.98999786376953,14597800.0,Coca-Cola Company (The),68.99,296910159872,15156939,0.014,0.573,12183000064,0.42369998,166.367,1.213,1707124992.0,23.228956,
AMD,2025-08-29,166.80999755859375,168.57000732421875,161.89999389648438,162.6300048828125,37451300.0,"Advanced Micro Devices, Inc.",162.63,263922483200,56631663,0.317,2.336,2729999872,0.04699,6.513,2.491,2332999936.0,31.888237,
TMUS,2025-08-29,249.02999877929688,253.1499938964844,248.8600006103516,251.9900054931641,3203100.0,"T-Mobile US, Inc.",251.99,283594588160,4407023,0.069,0.141,12215000064,0.19743,194.218,1.211,5070750208.0,23.616682,
GE,2025-08-29,276.0,276.2799987792969,271.6400146484375,275.20001220703125,5037100.0,GE Aerospace,275.2,291833085952,6109714,0.212,0.641,7584999936,0.39567003,103.37,1.037,5096124928.0,52.51909,
UNH,2025-08-29,302.29998779296875,310.0,300.9100036621094,309.8699951171875,12030500.0,UnitedHealth Group Incorporated,309.87,280641208320,16166198,0.129,-0.176,21296001024,0.21653,75.577,0.846,27210000384.0,10.363545,
CSCO,2025-08-29,69.11000061035156,69.45999908447266,68.83000183105469,69.08999633789062,14952200.0,"Cisco Systems, Inc.",69.09,273596383232,20244665,0.076,0.32,10453000192,0.22583,59.625,1.008,12620499968.0,17.715384,
PM,2025-08-29,166.41000366210938,167.2899932861328,165.1699981689453,167.1300048828125,5358000.0,Philip Morris International Inc,167.13,260152885248,5591447,0.071,0.264,8207000064,,,0.83,7828749824.0,23.212502,
WFC,2025-08-29,81.97000122070312,82.80999755859375,81.80000305175781,82.18000030517578,12041200.0,Wells Fargo & Company,82.18,263258718208,16797242,0.019,0.203,19483000832,0.114980005,,,,14.969035,
CRM,2025-08-29,255.3999938964844,257.6400146484375,252.8699951171875,256.25,7356900.0,"Salesforce, Inc.",256.25,244974993408,7534876,0.076,0.019,6205000192,0.10312,19.813,1.069,14429875200.0,23.02336,
MS,2025-08-29,149.88999938964844,150.75,149.1300048828125,150.47999572753906,3628000.0,Morgan Stanley,150.48,240217227264,5179085,0.111,0.17,14140999680,0.14128,438.541,2.135,,18.97604,
ABT,2025-08-29,132.00999450683594,132.85000610351562,131.1699981689453,132.66000366210938,4430700.0,Abbott Laboratories,132.66,230889439232,6316942,0.074,0.365,13927999488,0.30931,26.501,1.821,5919750144.0,25.709303,
LIN,2025-08-29,482.1799926757813,483.3200073242188,477.0,478.2900085449219,2058200.0,Linde plc,478.29,224274972672,1675692,0.028,0.084,6713999872,0.17312999,64.823,0.926,3551624960.0,28.2177,
IBM,2025-08-29,245.22999572753903,245.4600067138672,241.72000122070312,243.4900054931641,2966100.0,International Business Machines,243.49,226815557632,4577715,0.077,0.177,5857999872,0.22665001,245.465,0.908,13859999744.0,22.949106,
MCD,2025-08-29,312.2300109863281,313.8999938964844,311.42999267578125,313.5400085449219,2490800.0,McDonald's Corporation,313.54,223743393792,3666084,0.054,0.121,8392999936,,,1.303,5429000192.0,24.864395,
AXP,2025-08-29,327.2799987792969,332.0599975585937,326.8099975585937,331.2799987792969,2981300.0,American Express Company,331.28,230531776512,2567317,0.092,-0.017,10017000448,0.32808,187.933,1.603,,21.910053,
BX,2025-08-29,172.4199981689453,173.0,170.35000610351562,171.39999389648438,1943600.0,Blackstone Inc.,171.4,210510036992,3662926,0.425,0.691,2863803904,0.2882,67.125,0.921,,29.399656,
GS,2025-08-29,746.7100219726562,748.9199829101562,738.9000244140625,745.25,1467000.0,"Goldman Sachs Group, Inc. (The)",745.25,225602813952,1990576,0.141,0.266,14707000320,0.12739,588.392,1.59,,17.931906,
MRK,2025-08-29,83.41999816894531,84.23999786376953,83.27999877929688,84.12000274658203,10870600.0,"Merck & Company, Inc.",84.12,210113265664,14021285,-0.019,-0.178,16405999616,0.35421002,72.161,1.424,15555000320.0,8.948936,
DIS,2025-08-29,117.38999938964844,118.6500015258789,117.25,118.37999725341795,5211300.0,Walt Disney Company (The),118.38,212838940672,8433150,0.021,1.042,11550999552,0.1146,37.152,0.722,7444250112.0,22.986406,
T,2025-08-29,29.020000457763672,29.32999992370605,28.950000762939453,29.290000915527344,26557200.0,AT&T Inc.,29.29,209434918912,31188150,0.035,0.263,12664000512,0.11529,123.191,0.809,12400000000.0,13.075893,
RTX,2025-08-29,161.05999755859375,161.10000610351562,158.42999267578125,158.60000610351562,3774100.0,RTX Corporation,158.6,212292452352,5040919,0.094,14.25,6145999872,0.10318,67.855,1.006,2800750080.0,25.957447,
PEP,2025-08-29,147.10000610351562,149.22000122070312,146.8699951171875,148.64999389648438,7757600.0,"Pepsico, Inc.",148.65,203513741312,9521349,0.01,-0.587,7550000128,0.39859,276.868,0.775,7594375168.0,17.224796,
INTU,2025-08-29,668.2000122070312,673.739990234375,664.3499755859375,667.0,1594100.0,Intuit Inc.,667.0,186392477696,1721926,0.41,-0.185,3868999936,0.20285,,1.36,5082874880.0,30.0045,
UBER,2025-08-29,95.99500274658205,96.1500015258789,91.61000061035156,93.75,19302400.0,"Uber Technologies, Inc.",93.75,200116879360,18829057,0.182,0.355,12625999872,0.67485,52.23,1.112,5608500224.0,39.72458,
CAT,2025-08-29,425.4100036621094,428.1000061035156,414.3699951171875,419.0400085449219,3672800.0,"Caterpillar, Inc.",419.04,196311449600,2791163,-0.007,-0.157,9436999680,0.52711,218.336,1.338,4527875072.0,18.918285,
VZ,2025-08-29,43.970001220703125,44.290000915527344,43.93000030517578,44.22999954223633,14788300.0,Verizon Communications Inc.,44.23,186487832576,17666626,0.052,0.083,18193000448,0.18454,167.439,0.637,17947250688.0,9.350951,
TMO,2025-08-29,489.9400024414063,494.2799987792969,485.9200134277344,492.7200012207031,1228200.0,Thermo Fisher Scientific Inc,492.72,186056982528,2637241,0.03,0.059,6584000000,0.13418001,69.618,1.933,5182750208.0,20.975735,
NOW,2025-08-29,929.260009765625,933.989990234375,909.7100219726562,917.4600219726562,1881800.0,"ServiceNow, Inc.",917.46,190390386688,1532834,0.224,0.46,1660999936,0.16951,22.036,1.092,3972624896.0,54.937725,
BA,2025-08-29,236.1300048828125,238.0500030517578,233.1699981689453,234.67999267578125,4998700.0,Boeing Company (The),234.68,178574114816,7629507,0.349,,-10913000448,,,1.231,-6363874816.0,499.31912,
BKNG,2025-08-29,5634.14013671875,5634.14013671875,5587.75,5599.0498046875,138900.0,Booking Holdings Inc. Common St,5599.05,181464645632,197541,0.16,-0.382,4813000192,,,1.248,7627125248.0,26.6812,
BLK,2025-08-29,1131.9000244140625,1134.1400146484375,1118.449951171875,1127.1400146484375,356100.0,"BlackRock, Inc.",1127.14,174540996608,575773,0.129,0.02,6403999744,0.13921,28.507,2.308,5920249856.0,22.956009,
TXN,2025-08-29,203.509994506836,204.0500030517578,201.5599975585937,202.47999572753903,5372700.0,Texas Instruments Incorporated,202.48,184082055168,6385503,0.164,0.156,5015000064,0.29990998,85.612,5.812,-1568999936.0,34.43537,
SCHW,2025-08-29,97.08000183105467,97.4000015258789,94.98999786376952,95.83999633789062,8829400.0,Charles Schwab Corporation (The,95.84,173970669568,8119585,0.248,0.636,6789000192,0.15595001,111.866,0.561,,25.221052,
C,2025-08-29,96.6500015258789,96.98999786376952,96.0500030517578,96.56999969482422,8362100.0,"Citigroup, Inc.",96.57,177775706112,14276225,0.071,0.285,12903999488,0.06759,,,,13.431154,
ISRG,2025-08-29,474.2300109863281,475.3999938964844,468.7799987792969,473.2999877929688,1652100.0,"Intuitive Surgical, Inc.",473.295,169665380352,1906084,0.214,0.24,2607600128,0.1604,,5.167,1824712448.0,60.21565,
ANET,2025-08-29,135.50999450683594,137.67100524902344,134.47999572753906,136.5500030517578,7957700.0,"Arista Networks, Inc.",136.55,171625611264,9333519,0.304,0.346,3251554048,0.33638,,3.333,3328752384.0,14.033916,
SPGI,2025-08-29,546.97998046875,550.3599853515625,546.3400268554688,548.4400024414062,886900.0,S&P Global Inc.,548.44,167438729216,1126261,0.058,0.084,4011000064,0.11291,31.651,0.982,4926624768.0,32.62582,
QCOM,2025-08-29,159.52999877929688,161.60000610351562,159.39999389648438,160.72999572753906,9948500.0,QUALCOMM Incorporated,160.73,173427671040,7904436,0.103,0.294,11573000192,0.44615,54.35,3.194,5465999872.0,13.142273,
GEV,2025-08-29,631.8599853515625,635.0,609.3400268554688,612.969970703125,2265000.0,GE Vernova Inc.,612.97,166865141760,2830722,0.111,-0.6,1156000000,0.11412,10.646,1.028,3577999872.0,88.83623,
AMGN,2025-08-29,285.79998779296875,288.29998779296875,285.1600036621094,287.7099914550781,1302700.0,Amgen Inc.,287.71,154892124160,2242174,0.094,0.92,6618999808,0.99139,756.651,1.306,10421999616.0,13.919206,
ACN,2025-08-29,256.9200134277344,260.3800048828125,256.0899963378906,259.9700012207031,2805800.0,Accenture plc,259.97,161923088384,3940206,0.077,0.147,7948770816,0.26928,25.881,1.461,9149394944.0,18.476902,
NEE,2025-08-29,72.4000015258789,72.83000183105469,71.81999969482422,72.05000305175781,11278900.0,"NextEra Energy, Inc.",72.05,148371849216,10399188,0.104,0.241,5918000128,0.07592,152.939,0.542,-13566249984.0,19.578804,
BSX,2025-08-29,105.63999938964844,105.72000122070312,104.88999938964844,105.5,4066900.0,Boston Scientific Corporation,105.5,156694937600,7167238,0.228,1.409,2504999936,0.115480006,53.092,1.372,2937874944.0,37.81362,
DHR,2025-08-29,205.33999633789065,207.6999969482422,204.6999969482422,205.82000732421875,1979800.0,Danaher Corporation,205.82,147377815552,3856093,0.034,-0.369,3412999936,0.06676,35.45,1.619,3883249920.0,24.56086,
ADBE,2025-08-29,354.0,357.25,352.4599914550781,356.70001220703125,2638500.0,Adobe Inc.,356.7,151312138240,3850901,0.106,0.129,6869000192,0.52254003,57.486,0.993,8323500032.0,17.357666,
TJX,2025-08-29,137.27000427246094,137.47999572753906,135.89999389648438,136.61000061035156,4116800.0,"TJX Companies, Inc. (The)",136.61,152404836352,5119665,0.069,0.146,4974000128,0.59755003,147.992,1.174,3100000000.0,29.697826,
GILD,2025-08-29,112.76000213623048,113.23999786376952,112.1500015258789,112.97000122070312,4629900.0,"Gilead Sciences, Inc.",112.97,140174311424,6953700,0.018,0.209,6311000064,0.33403,127.34,1.315,8835000320.0,15.2045765,
SYK,2025-08-29,389.7699890136719,391.989990234375,388.3500061035156,391.4100036621094,672500.0,Stryker Corporation,391.41,149638791168,1203301,0.111,0.07,2918000128,0.1425,80.827,1.784,3489499904.0,28.929047,
PGR,2025-08-29,246.7100067138672,248.3300018310547,245.8099975585937,247.0599975585937,2408200.0,Progressive Corporation (The),247.06,144875978752,3568085,0.213,1.177,10432000000,0.37293997,21.148,0.317,13717175296.0,17.902899,
PFE,2025-08-29,24.68000030517578,24.8799991607666,24.51000022888184,24.76000022888184,37004100.0,"Pfizer, Inc.",24.76,140774227968,40401146,0.103,69.74,10727999488,0.12168,69.703,1.158,16017999872.0,8.450512,
LOW,2025-08-29,257.7699890136719,258.8099975585937,255.9600067138672,258.0599975585937,2177600.0,"Lowe's Companies, Inc.",258.06,144726507520,2802458,0.016,0.024,6840000000,,,1.047,6882749952.0,20.432304,
COF,2025-08-29,227.22000122070312,228.1600036621093,225.1600036621093,227.22000122070312,2551600.0,Capital One Financial Corporati,227.22,145311055872,3673028,-0.81,,-273000000,0.00013,,,,14.509579,
HON,2025-08-29,221.07000732421875,221.6000061035156,219.17999267578125,219.5,1991100.0,Honeywell International Inc.,219.5,139359895552,3250484,0.081,0.038,5717000192,0.33602002,226.06,1.294,4571874816.0,19.93642,
ETN,2025-08-29,354.95001220703125,356.5199890136719,345.2699890136719,349.1400146484375,2386100.0,"Eaton Corporation, PLC",349.14,135920205824,2263904,0.107,0.012,3924999936,0.20733,62.391,1.24,2308250112.0,28.974274,
MU,2025-08-29,122.5999984741211,122.7699966430664,118.05999755859376,119.01000213623048,16761200.0,"Micron Technology, Inc.",119.01,133187657728,21759834,0.366,4.602,6224999936,0.13109,31.948,2.755,1219874944.0,9.247087,
APH,2025-08-29,111.0199966430664,111.29000091552734,107.91999816894533,108.86000061035156,6200800.0,Amphenol Corporation,108.86,136669372416,8352957,0.565,1.098,3179599872,0.31049,69.505,2.016,1797137536.0,50.398148,
DE,2025-08-29,484.8200073242188,487.7900085449219,474.6199951171875,478.6400146484375,1534500.0,Deere & Company,478.64,129390272512,1244452,-0.086,-0.245,5207000064,0.21399,263.798,2.193,3433874944.0,21.589537,
UNP,2025-08-29,221.3999938964844,223.7100067138672,221.1999969482422,223.57000732421875,5012800.0,Union Pacific Corporation,223.57,132585955328,4103926,0.024,0.15,6935000064,0.42355,208.857,0.648,4991499776.0,18.461603,
AMAT,2025-08-29,162.8699951171875,163.66000366210938,159.42999267578125,160.75999450683594,7199300.0,"Applied Materials, Inc.",160.76,128068157440,7100823,0.077,0.083,6832000000,0.35634997,34.67,2.501,3314874880.0,16.5903,
KKR,2025-08-29,140.25999450683594,140.88999938964844,139.22000122070312,139.49000549316406,2421700.0,KKR & Co. Inc.,139.49,129100374016,3341106,0.219,-0.306,1999090944,0.07503,76.715,1.625,,22.98023,
LRCX,2025-08-29,101.91000366210938,102.69000244140624,98.80999755859376,100.1500015258789,12178200.0,Lam Research Corporation,100.15,131738320896,10805333,0.336,0.722,5358217216,0.58238,48.233,2.21,4422444032.0,23.454332,
CMCSA,2025-08-29,33.560001373291016,33.9900016784668,33.459999084472656,33.970001220703125,16719300.0,Comcast Corporation,33.97,125424377856,20758887,0.021,1.98,22904999936,0.24919,104.176,0.913,3575500032.0,7.7557077,
ADP,2025-08-29,302.6499938964844,305.3099975585937,302.6499938964844,304.04998779296875,1106900.0,"Automatic Data Processing, Inc.",304.05,123173691392,1579331,0.075,0.106,4079699968,0.76003,148.765,1.048,3516012544.0,27.97148,
COP,2025-08-29,98.29000091552734,99.31999969482422,98.05999755859376,98.97000122070312,4594300.0,ConocoPhillips,98.97,123607597056,7219566,0.021,-0.212,9155999744,0.1593,35.883,1.269,7256875008.0,12.325031,
MDT,2025-08-29,92.0500030517578,92.81999969482422,91.95999908447266,92.80999755859376,5174500.0,Medtronic plc.,92.81,119046463488,7592790,0.084,0.013,4659999744,0.09741,59.437,2.014,4391750144.0,15.864957,
PANW,2025-08-29,191.3699951171875,192.7899932861328,190.02999877929688,190.5200042724609,5190700.0,"Palo Alto Networks, Inc.",190.52,127255166976,7610257,0.158,-0.287,1133900032,0.17452998,4.322,0.942,,26.461113,
KLAC,2025-08-29,881.5,885.0,864.8099975585938,872.0,954300.0,KLA Corporation,872.0,117973762048,1058596,0.236,0.467,4061643008,1.00775,129.746,2.619,2753067008.0,26.569166,
ADI,2025-08-29,253.0599975585937,254.25,250.5200042724609,251.3099975585937,3599000.0,"Analog Devices, Inc.",251.31,125079748608,3574780,0.246,0.316,1957676032,0.05652,25.541,2.324,3380657152.0,33.33024,
SNPS,2025-08-29,608.97998046875,612.0,601.9400024414062,603.52001953125,992800.0,"Synopsys, Inc.",603.52,111677759488,1575644,0.103,0.181,1350064000,0.15551,108.337,7.015,1938772352.0,40.58642,
NKE,2025-08-29,77.75,79.12999725341797,77.12000274658203,77.37000274658203,14204300.0,"Nike, Inc.",77.37,114267758592,14699660,-0.12,-0.862,3219000064,0.23290001,83.41,2.211,3720124928.0,23.953562,
MO,2025-08-29,66.55000305175781,67.25,66.45999908447266,67.20999908447266,5929500.0,"Altria Group, Inc.",67.21,112905412608,8673858,0.002,-0.362,8762999808,,,0.388,7045499904.0,12.562617,
INTC,2025-08-29,24.76000022888184,24.96999931335449,24.280000686645508,24.350000381469727,63477000.0,Intel Corporation,24.35,106579460096,103745479,0.002,,-20504000512,-0.18616,47.997,1.24,-8320625152.0,25.103092,
CB,2025-08-29,274.010009765625,276.2099914550781,273.6199951171875,275.07000732421875,1248400.0,Chubb Limited,275.07,109667655680,1815896,0.081,0.346,9198000128,0.13627,28.978,0.388,12818124800.0,11.650572,
WELL,2025-08-29,167.5,168.55999755859375,167.2899932861328,168.27999877929688,1689700.0,Welltower Inc.,168.28,112550035456,2737866,0.396,0.074,1129665024,0.0345,47.356,3.221,2066642688.0,92.46153,
CRWD,2025-08-29,444.864990234375,448.0,420.3900146484375,423.7000122070313,5474100.0,"CrowdStrike Holdings, Inc.",423.7,110922121216,3439425,0.213,,-296985984,-0.089209996,21.36,1.88,1420226944.0,99.22717,
DASH,2025-08-29,247.3500061035156,248.81399536132807,242.9600067138672,245.25,1966600.0,"DoorDash, Inc.",245.25,104769576960,3681271,0.249,,781000000,0.0964,36.414,2.073,-775750016.0,137.7809,
ICE,2025-08-29,177.00999450683594,177.75999450683594,176.1300048828125,176.60000610351562,1775500.0,Intercontinental Exchange Inc.,176.6,101398953984,2477158,0.098,0.345,3003000064,0.11062,68.938,1.006,3975624960.0,26.201782,
SO,2025-08-29,92.47000122070312,92.80999755859376,92.22000122070312,92.3000030517578,3227600.0,Southern Company (The),92.3,101534621696,5120598,0.079,-0.275,4283000064,0.11229,189.663,0.741,-1096749952.0,21.36574,
SBUX,2025-08-29,88.0,88.56999969482422,87.4000015258789,88.19000244140625,6313700.0,Starbucks Corporation,88.19,100245577728,9313423,0.038,-0.473,2632399872,,,0.756,1653387520.0,23.70699,
LMT,2025-08-29,457.5199890136719,459.8999938964844,454.8800048828125,455.6300048828125,1372100.0,Lockheed Martin Corporation,455.63,106373652480,1774560,0.002,-0.787,4204000000,0.73056,405.662,0.985,3821625088.0,16.208822,
MMC,2025-08-29,206.72999572753903,207.52999877929688,205.3300018310547,205.8099975585937,2404900.0,"Marsh & McLennan Companies, Inc",205.81,101181136896,2386336,0.121,0.079,4127000064,0.28408,135.265,1.203,4343499776.0,21.825026,
VRTX,2025-08-29,392.1300048828125,394.5299987792969,389.3900146484375,391.0199890136719,1309900.0,Vertex Pharmaceuticals Incorpor,391.02,100254007296,1635569,0.121,,3637600000,0.22771,8.893,2.52,2914625024.0,20.832178,
CEG,2025-08-29,317.3500061035156,317.989990234375,305.8900146484375,307.9800109863281,2326300.0,Constellation Energy Corporatio,307.98,96214810624,2571696,0.114,0.035,3008999936,0.23515,60.212,1.476,3516250112.0,34.411175,
PLD,2025-08-29,112.41000366210938,113.95999908447266,112.19000244140624,113.77999877929688,2827600.0,"Prologis, Inc.",113.78,105595002880,3883182,0.086,-0.34,3442871040,0.06365,61.593,0.623,5036831232.0,32.323864,
CME,2025-08-29,266.7699890136719,267.2699890136719,265.5400085449219,266.510009765625,1562700.0,CME Group Inc.,266.51,96138690560,2246896,0.104,0.161,3721400064,0.13612,13.603,1.019,2922299904.0,25.700098,
BMY,2025-08-29,46.9900016784668,47.36000061035156,46.81999969482422,47.18000030517578,10686200.0,Bristol-Myers Squibb Company,47.18,96032063488,12709717,0.006,-0.228,5048999936,0.29319,291.549,1.207,16182750208.0,6.7112374,
AMT,2025-08-29,203.0,203.8600006103516,201.67999267578125,203.8500061035156,2618100.0,American Tower Corporation (REI,203.85,95452971008,2158982,0.032,-0.595,2501299968,0.24281,431.469,0.614,4460037632.0,30.022093,
CDNS,2025-08-29,353.6000061035156,355.2300109863281,346.19000244140625,350.42999267578125,1303700.0,"Cadence Design Systems, Inc.",350.43,96540311552,1692358,0.202,-0.298,1011950976,0.21839,49.498,2.821,1514491648.0,51.157665,
DUK,2025-08-29,122.4000015258789,123.19000244140624,122.11000061035156,122.48999786376952,2151200.0,Duke Energy Corporation (Holdin,122.49,95251161088,2943865,0.047,0.104,4729999872,0.0959,170.004,0.66,-1614125056.0,19.320189,
TT,2025-08-29,426.0,426.6199951171875,413.7799987792969,415.6000061035156,1278600.0,Trane Technologies plc,415.6,92477235200,1204677,0.083,0.177,2874400000,0.39078,58.751,1.104,2353625088.0,32.853756,
DELL,2025-08-29,124.02999877929688,124.9000015258789,119.62999725341795,122.1500015258789,24331800.0,Dell Technologies Inc.,122.15,90669006848,5467734,0.051,0.0,4560000000,,,0.851,1893874944.0,12.994681,
PH,2025-08-29,764.27001953125,768.719970703125,756.3099975585938,759.3499755859375,890900.0,Parker-Hannifin Corporation,759.35,97145159680,641285,0.011,0.192,3531000064,0.2741,69.286,1.194,3011249920.0,25.793137,
MCO,2025-08-29,508.4400024414063,511.8999938964844,507.739990234375,509.760009765625,483600.0,Moody's Corporation,509.76,91430051840,675255,0.045,0.063,2132000000,0.5302,179.869,1.753,2084249984.0,38.27027,
HCA,2025-08-29,407.6799926757813,408.9800109863281,400.8200073242188,403.9599914550781,996400.0,"HCA Healthcare, Inc.",403.96,95301025792,1380869,0.064,0.235,5970999808,136.31683,,0.976,5593999872.0,16.454582,
WM,2025-08-29,224.6499938964844,226.82000732421875,224.6499938964844,226.38999938964844,1527600.0,"Waste Management, Inc.",226.39,91196686336,1631449,0.19,0.065,2720999936,0.32691002,261.03,0.857,1450375040.0,28.053286,
SHW,2025-08-29,365.7999877929688,367.4299926757813,364.6199951171875,365.8299865722656,1328500.0,Sherwin-Williams Company (The),365.83,91213488128,1786090,0.007,-0.143,2544900096,0.62431,308.571,0.784,1781549952.0,28.625195,
CVS,2025-08-29,72.23999786376953,73.2300033569336,72.16000366210938,73.1500015258789,6391900.0,CVS Health Corporation,73.15,92778340352,7287258,0.084,-0.432,4530999808,0.05881,106.67,0.803,5829250048.0,11.288581,
CTAS,2025-08-29,208.759994506836,210.22000122070312,207.6699981689453,210.02999877929688,1768800.0,Cintas Corporation,210.03,84637466624,1528820,0.08,0.089,1805929984,0.40269002,56.665,2.089,1556821248.0,44.87821,
ORLY,2025-08-29,104.19000244140624,104.41999816894533,103.3499984741211,103.68000030517578,2952700.0,"O'Reilly Automotive, Inc.",103.68,88235204608,4805160,0.059,0.114,2423674112,,,0.724,1294162048.0,2.3070762,
